order,id,date,time,title,url,visitCount,typedCount,transition
728,26904,5/6/2024,14:28:15,kovacic pes stats - Pesquisa Google,https://www.google.com/search?q=kovacic+pes+stats&oq=kovacic+pes+&gs_lcrp=EgZjaHJvbWUqBwgBEAAYgAQyBggAEEUYOTIHCAEQABiABDIHCAIQABiABDIICAMQABgWGB4yCAgEEAAYFhgeMggIBRAAGBYYHjIICAYQABgWGB4yCAgHEAAYFhgeMggICBAAGBYYHjIICAkQABgWGB7SAQg0NzEzajBqN6gCCLACAQ&sourceid=chrome&ie=UTF-8,3,0,generated
729,26903,5/6/2024,14:24:54,Título do Real Madrid em La Liga 2023/24 é muito mais expressivo do que parece - YouTube,https://www.youtube.com/watch?v=Z9tl5uKrwcA,1,0,link
730,173,5/6/2024,14:24:48,YouTube,https://www.youtube.com/,730,153,typed
731,26902,5/6/2024,14:24:36,Conexão Tech 2024 | Fundação Estudar,https://ead.estudar.org.br/c/conexao-tech-2024-geral/sections/198239/lessons/738433,1,0,link
732,26901,5/6/2024,14:22:38,Veja 5 usados legais pelo preço do carro novo mais barato do Brasil,https://autoesporte.globo.com/carros/usados-e-seminovos/noticia/2024/05/veja-5-usados-legais-pelo-preco-do-carro-novo-mais-barato-do-brasil.ghtml,1,0,link
733,26899,5/6/2024,14:22:38,Veja 5 usados legais pelo preço do carro novo mais barato do Brasil,"https://autoesporte.globo.com/carros/usados-e-seminovos/noticia/2024/05/veja-5-usados-legais-pelo-preco-do-carro-novo-mais-barato-do-brasil.ghtml#AUTOESPORTE-POST-TOP-6H-item,rec,5d018adf-bb11-43d2-bd76-c580f76961e7",2,0,link
734,26899,5/6/2024,14:22:37,Veja 5 usados legais pelo preço do carro novo mais barato do Brasil,"https://autoesporte.globo.com/carros/usados-e-seminovos/noticia/2024/05/veja-5-usados-legais-pelo-preco-do-carro-novo-mais-barato-do-brasil.ghtml#AUTOESPORTE-POST-TOP-6H-item,rec,5d018adf-bb11-43d2-bd76-c580f76961e7",2,0,link
735,26898,5/6/2024,14:21:01,amg f1 - Pesquisa Google,https://www.google.com/search?q=amg+f1&sca_esv=b20e215ce61cde95&prmd=ivnsmbtz&sxsrf=ADLYWILxawUR1Sj3qUMjaZ_xffgNnXV3uA:1715016018650&source=lnms&sa=X&ved=2ahUKEwjRnc3ExPmFAxXxH7kGHSHhCmkQ0pQJegQIBhAC&biw=1536&bih=730&dpr=1.25,2,0,link
736,26898,5/6/2024,14:21:00,amg f1 - Pesquisa Google,https://www.google.com/search?q=amg+f1&sca_esv=b20e215ce61cde95&prmd=ivnsmbtz&sxsrf=ADLYWILxawUR1Sj3qUMjaZ_xffgNnXV3uA:1715016018650&source=lnms&sa=X&ved=2ahUKEwjRnc3ExPmFAxXxH7kGHSHhCmkQ0pQJegQIBhAC&biw=1536&bih=730&dpr=1.25,2,0,link
737,26897,5/6/2024,14:20:59,"Conheça o Mercedes com motor de F1 de Hamilton, Haaland e outros atletas",https://autoesporte.globo.com/entretenimento/noticia/2024/03/conheca-o-mercedes-com-motor-de-f1-de-hamilton-haaland-e-outros-atletas.ghtml,5,0,link
738,26897,5/6/2024,14:20:59,"Conheça o Mercedes com motor de F1 de Hamilton, Haaland e outros atletas",https://autoesporte.globo.com/entretenimento/noticia/2024/03/conheca-o-mercedes-com-motor-de-f1-de-hamilton-haaland-e-outros-atletas.ghtml,5,0,link
739,26897,5/6/2024,14:20:48,"Conheça o Mercedes com motor de F1 de Hamilton, Haaland e outros atletas",https://autoesporte.globo.com/entretenimento/noticia/2024/03/conheca-o-mercedes-com-motor-de-f1-de-hamilton-haaland-e-outros-atletas.ghtml,5,0,link
740,26897,5/6/2024,14:20:43,"Conheça o Mercedes com motor de F1 de Hamilton, Haaland e outros atletas",https://autoesporte.globo.com/entretenimento/noticia/2024/03/conheca-o-mercedes-com-motor-de-f1-de-hamilton-haaland-e-outros-atletas.ghtml,5,0,link
741,26897,5/6/2024,14:20:43,"Conheça o Mercedes com motor de F1 de Hamilton, Haaland e outros atletas",https://autoesporte.globo.com/entretenimento/noticia/2024/03/conheca-o-mercedes-com-motor-de-f1-de-hamilton-haaland-e-outros-atletas.ghtml,5,0,link
742,26896,5/6/2024,14:20:18,amg f1 - Pesquisa Google,https://www.google.com/search?sca_esv=b20e215ce61cde95&sxsrf=ADLYWII7FuKitDf97EmhXPRXiXJAo7uyyg:1715016014146&q=amg+f1&tbm=nws&source=lnms&prmd=ivnsmbtz&sa=X&sqi=2&ved=2ahUKEwj0rLrCxPmFAxXtIbkGHdGpADIQ0pQJegQICxAB&biw=1536&bih=730&dpr=1.25,2,0,link
743,26896,5/6/2024,14:20:18,amg f1 - Pesquisa Google,https://www.google.com/search?sca_esv=b20e215ce61cde95&sxsrf=ADLYWII7FuKitDf97EmhXPRXiXJAo7uyyg:1715016014146&q=amg+f1&tbm=nws&source=lnms&prmd=ivnsmbtz&sa=X&sqi=2&ved=2ahUKEwj0rLrCxPmFAxXtIbkGHdGpADIQ0pQJegQICxAB&biw=1536&bih=730&dpr=1.25,2,0,link
744,26895,5/6/2024,14:20:14,amg f1 - Pesquisa Google,https://www.google.com/search?q=amg+f1&oq=amg+f1&gs_lcrp=EgZjaHJvbWUqDAgAECMYJxiABBiKBTIMCAAQIxgnGIAEGIoFMgcIARAuGIAEMgYIAhBFGEAyBwgDEAAYgAQyBwgEEAAYgAQyBwgFEAAYgAQyCAgGEAAYFhgeMggIBxAAGBYYHqgCCLACAQ&sourceid=chrome&ie=UTF-8,1,0,generated
745,26893,5/6/2024,14:17:25,O que significa provocação de Vinicius Jr. ao Barcelona em post irônico - ESPN,https://www.espn.com.br/futebol/real-madrid/artigo/_/id/13612869/o-que-significa-provocacao-vinicius-jr-barcelona-post-ironico-sobre-nova-era-real-madrid,4,0,link
746,26894,5/6/2024,14:17:01,O que significa provocação de Vinicius Jr. ao Barcelona em post irônico - ESPN,https://www.espn.com.br/futebol/mercado-da-bola/artigo/_/id/13619996/novo-cafu-jornal-apresenta-pedro-lima-brasileiro-disputado-real-madrid-barcelona-psg,1,0,link
747,26893,5/6/2024,14:16:44,O que significa provocação de Vinicius Jr. ao Barcelona em post irônico - ESPN,https://www.espn.com.br/futebol/real-madrid/artigo/_/id/13612869/o-que-significa-provocacao-vinicius-jr-barcelona-post-ironico-sobre-nova-era-real-madrid,4,0,link
748,26893,5/6/2024,14:16:32,O que significa provocação de Vinicius Jr. ao Barcelona em post irônico - ESPN,https://www.espn.com.br/futebol/real-madrid/artigo/_/id/13612869/o-que-significa-provocacao-vinicius-jr-barcelona-post-ironico-sobre-nova-era-real-madrid,4,0,link
749,26893,5/6/2024,14:16:31,O que significa provocação de Vinicius Jr. ao Barcelona em post irônico - ESPN,https://www.espn.com.br/futebol/real-madrid/artigo/_/id/13612869/o-que-significa-provocacao-vinicius-jr-barcelona-post-ironico-sobre-nova-era-real-madrid,4,0,link
750,162,5/6/2024,14:16:13,"Real Madrid Resultados, vídeos e estatísticas - ESPN (BR)",https://www.espn.com.br/futebol/time/_/id/86/real-madrid,18,4,link
751,162,5/6/2024,14:16:13,"Real Madrid Resultados, vídeos e estatísticas - ESPN (BR)",https://www.espn.com.br/futebol/time/_/id/86/real-madrid,18,4,typed
752,21,5/6/2024,14:14:40,g1 - O portal de notícias da Globo,https://g1.globo.com/,170,145,typed
753,26892,5/6/2024,14:12:33,LinkedIn,https://www.linkedin.com/analytics/creator/content/?endDate=2024-05-05&impressionsCount=272&startDate=2024-04-29,1,0,link
754,1042,5/6/2024,14:12:23,Feed | LinkedIn,https://www.linkedin.com/notifications/?filter=all,211,60,typed
755,373,5/6/2024,14:11:23,Caixa de entrada - mfbl93@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,508,0,link
756,373,5/6/2024,14:11:23,Caixa de entrada - mfbl93@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,508,0,link
757,1321,5/6/2024,14:11:18,Spam (32) - mfbl93@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#spam,8,0,link
758,1321,5/6/2024,14:11:17,Spam (32) - mfbl93@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#spam,8,0,link
759,23518,5/6/2024,14:10:42,Conexão Tech 2024 | Fundação Estudar,https://ead.estudar.org.br/c/conexao-tech-2024-geral,8,0,reload
760,373,5/6/2024,14:10:26,Caixa de entrada - mfbl93@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,508,0,link
761,26891,5/6/2024,14:10:15,"📈 Excelente semana, Matheus! Confira seu progresso e os próximos passos. - mfbl93@gmail.com - Gmail",https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox/FMfcgzGxTFTsNzWnkRFHvCMhxRhZqNWQ,1,0,link
762,173,5/6/2024,13:13:02,YouTube,https://www.youtube.com/,730,153,link
763,173,5/6/2024,13:13:02,YouTube,https://www.youtube.com/,730,153,typed
764,26889,5/6/2024,13:05:28,Magazine Luiza | Pra você é Magalu!,https://www.magazineluiza.com.br/?partner_id=75197&utm_campaign=categorias_casa_2024&utm_source=youtube&utm_medium=in_stream&utm_content=categorias_casa_2024&utm_term=75197&gclid=Cj0KCQjw_-GxBhC1ARIsADGgDjs4q-wSmkOyMYh7M-UaKNot9zU3HBGlzCYjYGKU5NREP_o8ucotPjIaAle_EALw_wcB,2,0,link
765,26889,5/6/2024,13:05:26,Magazine Luiza | Pra você é Magalu!,https://www.magazineluiza.com.br/?partner_id=75197&utm_campaign=categorias_casa_2024&utm_source=youtube&utm_medium=in_stream&utm_content=categorias_casa_2024&utm_term=75197&gclid=Cj0KCQjw_-GxBhC1ARIsADGgDjs4q-wSmkOyMYh7M-UaKNot9zU3HBGlzCYjYGKU5NREP_o8ucotPjIaAle_EALw_wcB,2,0,link
766,26888,5/6/2024,13:00:28,O MELHOR FILME DE HARRY POTTER E PONTO FINAL! - YouTube,https://www.youtube.com/watch?v=AggbFA2RnSY,1,0,link
767,173,5/6/2024,13:00:28,YouTube,https://www.youtube.com/,730,153,link
768,26887,5/6/2024,12:31:29,Prime Video: Dragon Ball: A Bela Adormecida no Castela do Diabo,https://www.primevideo.com/detail/0PWIDP7C6UQ2303M0CFBRCA6LB/ref=atv_dp_amz_c_TS5124c5_1_1?jic=16%7CCgNhbGwSA2FsbA%3D%3D,1,0,link
769,26886,5/6/2024,12:31:14,Prime Video: Dragon Ball: A Lenda de Sheng Long,https://www.primevideo.com/detail/0R97MMR5TAE0XN9FJ3OKQ3K500/ref=atv_dp_amz_c_TS5124c5_1_2?jic=16%7CCgNhbGwSA2FsbA%3D%3D,1,0,link
770,26885,5/6/2024,12:30:52,Prime Video: Dragon Ball: A Bela Adormecida no Castela do Diabo,https://www.primevideo.com/detail/0PWIDP7C6UQ2303M0CFBRCA6LB/ref=atv_hm_hom_c_cjm7wb_2_2?jic=8%7CEgNhbGw%3D,1,0,link
771,743,5/6/2024,12:30:11,"Prime Video | Assista a filmes, séries, TV ao vivo e esportes",https://www.primevideo.com/,18,18,typed
772,26884,5/6/2024,11:55:46,Conexão Tech 2024 | Fundação Estudar,https://ead.estudar.org.br/c/conexao-tech-2024-geral/sections/198239/lessons/747348,1,0,link
773,373,5/6/2024,11:32:13,Caixa de entrada - mfbl93@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,508,0,link
774,26847,5/6/2024,11:32:03,[DOISA] Retorno sobre a oportunidade - mfbl93@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox/FMfcgzGxTFTrvStgrlVlmtzVpVbVclbX,2,0,link
775,373,5/6/2024,11:32:00,Caixa de entrada - mfbl93@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,508,0,link
776,26881,5/6/2024,11:31:29,miguxos rede social - Pesquisa Google,https://www.google.com/search?sca_esv=51c078bef5da6778&sxsrf=ADLYWIK9elDJ0qMi9rLA9nk5D4MJGZo0ew:1715005528129&q=miguxos+rede+social&spell=1&sa=X&ved=2ahUKEwiHyaq6nfmFAxUQJrkGHeH3DjwQBSgAegQICRAC&biw=1536&bih=730&dpr=1.25,4,0,link
777,26883,5/6/2024,11:31:23,Sobre Miguxos e Miguxas: tudo o que você precisa saber | Reclame AQUI,https://www.reclameaqui.com.br/empresa/miguxos-e-miguxas/sobre/,2,0,link
778,26883,5/6/2024,11:31:22,Sobre Miguxos e Miguxas: tudo o que você precisa saber | Reclame AQUI,https://www.reclameaqui.com.br/empresa/miguxos-e-miguxas/sobre/,2,0,link
779,26881,5/6/2024,11:31:11,miguxos rede social - Pesquisa Google,https://www.google.com/search?sca_esv=51c078bef5da6778&sxsrf=ADLYWIK9elDJ0qMi9rLA9nk5D4MJGZo0ew:1715005528129&q=miguxos+rede+social&spell=1&sa=X&ved=2ahUKEwiHyaq6nfmFAxUQJrkGHeH3DjwQBSgAegQICRAC&biw=1536&bih=730&dpr=1.25,4,0,link
780,26882,5/6/2024,11:25:46,Miguxos – Para Entender a Internet,https://pressbooks.pub/para/chapter/miguxos/,1,0,link
781,26881,5/6/2024,11:25:35,miguxos rede social - Pesquisa Google,https://www.google.com/search?sca_esv=51c078bef5da6778&sxsrf=ADLYWIK9elDJ0qMi9rLA9nk5D4MJGZo0ew:1715005528129&q=miguxos+rede+social&spell=1&sa=X&ved=2ahUKEwiHyaq6nfmFAxUQJrkGHeH3DjwQBSgAegQICRAC&biw=1536&bih=730&dpr=1.25,4,0,link
782,26881,5/6/2024,11:25:35,miguxos rede social - Pesquisa Google,https://www.google.com/search?sca_esv=51c078bef5da6778&sxsrf=ADLYWIK9elDJ0qMi9rLA9nk5D4MJGZo0ew:1715005528129&q=miguxos+rede+social&spell=1&sa=X&ved=2ahUKEwiHyaq6nfmFAxUQJrkGHeH3DjwQBSgAegQICRAC&biw=1536&bih=730&dpr=1.25,4,0,link
783,26880,5/6/2024,11:25:28,miguchos rede social - Pesquisa Google,https://www.google.com/search?q=miguchos+rede+social&oq=miguchos+rede+social&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIKCAEQABiABBiiBNIBCTExNzc1ajBqN6gCCLACAQ&sourceid=chrome&ie=UTF-8,2,0,link
784,26880,5/6/2024,11:25:28,miguchos rede social - Pesquisa Google,https://www.google.com/search?q=miguchos+rede+social&oq=miguchos+rede+social&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIKCAEQABiABBiiBNIBCTExNzc1ajBqN6gCCLACAQ&sourceid=chrome&ie=UTF-8,2,0,generated
785,26879,5/6/2024,11:13:28,Conexão Tech 2024 | Fundação Estudar,https://ead.estudar.org.br/c/conexao-tech-2024-geral/sections/198239/lessons/738490,1,0,link
786,26736,5/6/2024,11:12:56,Conexão Tech 2024 - Documentos Google,https://docs.google.com/document/d/1r97WPAN1FxDQ6gW833HoruDQpJM9aSUPHJEB8Yupqps/edit,12,0,link
787,26878,5/6/2024,11:12:56,Conexão Tech 2024 - Documentos Google,https://docs.google.com/document/d/1r97WPAN1FxDQ6gW833HoruDQpJM9aSUPHJEB8Yupqps/edit#heading=h.2nvcde7by1qu,1,0,link
788,26877,5/6/2024,11:12:04,O que é mais importante no currículo de um profissional de tecnologia?,https://www.napratica.org.br/curriculo-profissional-tecnologia/?_ga=2.226499101.1294619016.1714997895-1737368402.1709909423&_gl=1*ydmukf*_ga*MTczNzM2ODQwMi4xNzA5OTA5NDIz*_ga_7WBS7RLRD9*MTcxNTAwMzAyMy40LjEuMTcxNTAwNDMyNi42MC4wLjA.,1,0,link
789,26876,5/6/2024,11:11:49,"Como funciona o GitHub, o LinkedIn para vagas tech | Na Prática",https://www.napratica.org.br/como-funciona-o-github-linkedin-para-vagas-tech/?_ga=2.160193213.1294619016.1714997895-1737368402.1709909423&_gl=1*1nu6w5t*_ga*MTczNzM2ODQwMi4xNzA5OTA5NDIz*_ga_7WBS7RLRD9*MTcxNTAwMzAyMy40LjEuMTcxNTAwNDMyNi42MC4wLjA.,1,0,link
790,24656,5/6/2024,11:08:47,Você já respondeu,https://docs.google.com/forms/d/e/1FAIpQLSfyt336VETlgpY9GqoV1FMHqoiEkoM9D2DEdqCMItov1ctJTg/alreadyresponded,2,0,link
791,26875,5/6/2024,11:08:47,Você já respondeu,https://docs.google.com/forms/u/0/d/e/1FAIpQLSfyt336VETlgpY9GqoV1FMHqoiEkoM9D2DEdqCMItov1ctJTg/alreadyresponded?usp=sharing&utm_campaign=_optin__potencia_tech___base_geral__-_06052024&utm_medium=email&utm_source=RD+Station,2,0,link
792,26875,5/6/2024,11:08:47,Você já respondeu,https://docs.google.com/forms/u/0/d/e/1FAIpQLSfyt336VETlgpY9GqoV1FMHqoiEkoM9D2DEdqCMItov1ctJTg/alreadyresponded?usp=sharing&utm_campaign=_optin__potencia_tech___base_geral__-_06052024&utm_medium=email&utm_source=RD+Station,2,0,link
793,26871,5/6/2024,11:08:41,Confirme seus dados e continue por dentro de todas as novidades! - mfbl93@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox/FMfcgzGxTFTsFfHKlfdWZpZvXfPNWZsr,1,0,link
794,373,5/6/2024,11:08:40,Caixa de entrada - mfbl93@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,508,0,link
795,2380,5/6/2024,11:08:23,Fagundes1993 (Matheus Fagundes),https://github.com/Fagundes1993,123,26,link
796,2380,5/6/2024,11:08:23,Fagundes1993 (Matheus Fagundes),https://github.com/Fagundes1993,123,26,link
797,2380,5/6/2024,11:08:23,Fagundes1993 (Matheus Fagundes),https://github.com/Fagundes1993,123,26,link
798,2380,5/6/2024,11:08:23,Fagundes1993 (Matheus Fagundes),https://github.com/Fagundes1993,123,26,link
799,26870,5/6/2024,11:08:22,Your profile,https://github.com/settings,4,0,link
800,26870,5/6/2024,11:08:22,Your profile,https://github.com/settings,4,0,link
801,26870,5/6/2024,11:08:20,Your profile,https://github.com/settings,4,0,link
802,26870,5/6/2024,11:08:20,Your profile,https://github.com/settings,4,0,link
803,22643,5/6/2024,11:08:20,Your profile,https://github.com/settings/profile,11,0,link
804,26869,5/6/2024,11:05:25,Conexão Tech 2024 | Fundação Estudar,https://ead.estudar.org.br/c/conexao-tech-2024-geral/sections/198239/lessons/738423,1,0,link
805,26736,5/6/2024,11:04:43,Conexão Tech 2024 - Documentos Google,https://docs.google.com/document/d/1r97WPAN1FxDQ6gW833HoruDQpJM9aSUPHJEB8Yupqps/edit,12,0,link
806,26868,5/6/2024,11:04:43,Conexão Tech 2024 - Documentos Google,https://docs.google.com/document/d/1r97WPAN1FxDQ6gW833HoruDQpJM9aSUPHJEB8Yupqps/edit#heading=h.f3n6p1km25c,2,0,link
807,26736,5/6/2024,11:04:42,Conexão Tech 2024 - Documentos Google,https://docs.google.com/document/d/1r97WPAN1FxDQ6gW833HoruDQpJM9aSUPHJEB8Yupqps/edit,12,0,link
808,26868,5/6/2024,11:04:42,Conexão Tech 2024 - Documentos Google,https://docs.google.com/document/d/1r97WPAN1FxDQ6gW833HoruDQpJM9aSUPHJEB8Yupqps/edit#heading=h.f3n6p1km25c,2,0,link
809,1040,5/6/2024,10:59:03,LinkedIn,https://www.linkedin.com/feed/,147,5,link
810,1041,5/6/2024,10:58:55,LinkedIn,https://www.linkedin.com/analytics/search-appearances/,13,0,link
811,26867,5/6/2024,10:58:55,LinkedIn,https://www.linkedin.com/me/search-appearances/?midToken=AQFbvjLep9Bf0g&midSig=2-oZEmSNje8bg1&trk=eml-email_notification_single_search_appearance_01-search~appearance~card-0-see~all~searches~button&trkEmail=eml-email_notification_single_search_appearance_01-search~appearance~card-0-see~all~searches~button-null-3utfg5~lvtqet9q~bu-null-null&eid=3utfg5-lvtqet9q-bu&otpToken=MTAwNjFkZTExNDJlYzljMWI3MjQwNGVkNDcxYWVlYjY4YWM4ZDU0NzkxYTg4NjYxNzdjMTA0NjY0ODVmNWFmYmY3ZGZiMGJlNTZkYWZhZDkwMmExMWY5YWIwZjRkZjc2ZTVlODUzMmIzZTdmYzc0NTdjZDUsMSwx,1,0,link
812,26866,5/6/2024,10:58:55,LinkedIn,https://www.linkedin.com/me/search-appearances/?lipi=urn%3Ali%3Apage%3Aemail_email_notification_single_search_appearance_01%3BICoRTRAsTF6rvxuCO3DGHg%3D%3D&midToken=AQFbvjLep9Bf0g&midSig=2-oZEmSNje8bg1&trk=eml-email_notification_single_search_appearance_01-search~appearance~card-0-see~all~searches~button&trkEmail=eml-email_notification_single_search_appearance_01-search~appearance~card-0-see~all~searches~button-null-3utfg5~lvtqet9q~bu-null-null&eid=3utfg5-lvtqet9q-bu&otpToken=MTAwNjFkZTExNDJlYzljMWI3MjQwNGVkNDcxYWVlYjY4YWM4ZDU0NzkxYTg4NjYxNzdjMTA0NjY0ODVmNWFmYmY3ZGZiMGJlNTZkYWZhZDkwMmExMWY5YWIwZjRkZjc2ZTVlODUzMmIzZTdmYzc0NTdjZDUsMSwx,2,0,link
813,26866,5/6/2024,10:58:55,LinkedIn,https://www.linkedin.com/me/search-appearances/?lipi=urn%3Ali%3Apage%3Aemail_email_notification_single_search_appearance_01%3BICoRTRAsTF6rvxuCO3DGHg%3D%3D&midToken=AQFbvjLep9Bf0g&midSig=2-oZEmSNje8bg1&trk=eml-email_notification_single_search_appearance_01-search~appearance~card-0-see~all~searches~button&trkEmail=eml-email_notification_single_search_appearance_01-search~appearance~card-0-see~all~searches~button-null-3utfg5~lvtqet9q~bu-null-null&eid=3utfg5-lvtqet9q-bu&otpToken=MTAwNjFkZTExNDJlYzljMWI3MjQwNGVkNDcxYWVlYjY4YWM4ZDU0NzkxYTg4NjYxNzdjMTA0NjY0ODVmNWFmYmY3ZGZiMGJlNTZkYWZhZDkwMmExMWY5YWIwZjRkZjc2ZTVlODUzMmIzZTdmYzc0NTdjZDUsMSwx,2,0,link
814,26865,5/6/2024,10:58:55,LinkedIn,https://www.linkedin.com/comm/me/search-appearances/?lipi=urn%3Ali%3Apage%3Aemail_email_notification_single_search_appearance_01%3BICoRTRAsTF6rvxuCO3DGHg%3D%3D&midToken=AQFbvjLep9Bf0g&midSig=2-oZEmSNje8bg1&trk=eml-email_notification_single_search_appearance_01-search~appearance~card-0-see~all~searches~button&trkEmail=eml-email_notification_single_search_appearance_01-search~appearance~card-0-see~all~searches~button-null-3utfg5~lvtqet9q~bu-null-null&eid=3utfg5-lvtqet9q-bu&otpToken=MTAwNjFkZTExNDJlYzljMWI3MjQwNGVkNDcxYWVlYjY4YWM4ZDU0NzkxYTg4NjYxNzdjMTA0NjY0ODVmNWFmYmY3ZGZiMGJlNTZkYWZhZDkwMmExMWY5YWIwZjRkZjc2ZTVlODUzMmIzZTdmYzc0NTdjZDUsMSwx,1,0,link
815,26863,5/6/2024,10:58:51,Seu perfil foi exibido em 2 pesquisas - mfbl93@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox/FMfcgzGxTFSkDLbXcDMCMKtjlrfnpfTq,1,0,link
816,1040,5/6/2024,10:53:05,LinkedIn,https://www.linkedin.com/feed/,147,5,link
817,1042,5/6/2024,10:52:51,Feed | LinkedIn,https://www.linkedin.com/notifications/?filter=all,211,60,typed
818,22643,5/6/2024,10:51:51,Your profile,https://github.com/settings/profile,11,0,link
819,22643,5/6/2024,10:51:51,Your profile,https://github.com/settings/profile,11,0,link
820,22643,5/6/2024,10:51:51,Your profile,https://github.com/settings/profile,11,0,link
821,22642,5/6/2024,10:51:51,Your profile,https://github.com/account,3,0,link
822,2380,5/6/2024,10:51:51,Fagundes1993 (Matheus Fagundes),https://github.com/Fagundes1993,123,26,link
823,2380,5/6/2024,10:51:49,Fagundes1993 (Matheus Fagundes),https://github.com/Fagundes1993,123,26,link
824,2380,5/6/2024,10:51:49,Fagundes1993 (Matheus Fagundes),https://github.com/Fagundes1993,123,26,link
825,2380,5/6/2024,10:51:49,Fagundes1993 (Matheus Fagundes),https://github.com/Fagundes1993,123,26,link
826,2380,5/6/2024,10:51:49,Fagundes1993 (Matheus Fagundes),https://github.com/Fagundes1993,123,26,link
827,26859,5/6/2024,10:51:48,Flapaiao (Flavia Paião),https://github.com/Flapaiao,6,0,link
828,26859,5/6/2024,10:51:48,Flapaiao (Flavia Paião),https://github.com/Flapaiao,6,0,link
829,26862,5/6/2024,10:50:57,"Vini Jr. ironiza rival do Barcelona após título do Real Madrid: ""Nova era"" | futebol espanhol | ge",https://ge.globo.com/futebol/futebol-internacional/futebol-espanhol/noticia/2024/05/05/vini-jr-ironiza-rival-do-barcelona-apos-titulo-do-real-madrid-nova-era.ghtml,2,0,link
830,26862,5/6/2024,10:50:57,"Vini Jr. ironiza rival do Barcelona após título do Real Madrid: ""Nova era"" | futebol espanhol | ge",https://ge.globo.com/futebol/futebol-internacional/futebol-espanhol/noticia/2024/05/05/vini-jr-ironiza-rival-do-barcelona-apos-titulo-do-real-madrid-nova-era.ghtml,2,0,link
831,3754,5/6/2024,10:50:13,Real Madrid | ge,https://ge.globo.com/futebol/futebol-internacional/futebol-espanhol/times/real-madrid/,19,0,link
832,26861,5/6/2024,10:48:58,"Empresário de Vitor Roque critica Xavi: ""Nunca falou com o jogador"" | futebol espanhol | ge",https://ge.globo.com/futebol/futebol-internacional/futebol-espanhol/noticia/2024/05/06/empresario-de-vitor-roque-critica-xavi-nunca-falou-com-o-jogador.ghtml,2,0,link
833,26861,5/6/2024,10:48:58,"Empresário de Vitor Roque critica Xavi: ""Nunca falou com o jogador"" | futebol espanhol | ge",https://ge.globo.com/futebol/futebol-internacional/futebol-espanhol/noticia/2024/05/06/empresario-de-vitor-roque-critica-xavi-nunca-falou-com-o-jogador.ghtml,2,0,link
834,170,5/6/2024,10:48:52,ge.globo - É esporte sempre,https://ge.globo.com/,85,2,link
835,23518,5/6/2024,10:44:11,Conexão Tech 2024 | Fundação Estudar,https://ead.estudar.org.br/c/conexao-tech-2024-geral,8,0,reload
836,26855,5/6/2024,10:43:57,Conexão Tech 2024 | Fundação Estudar,https://ead.estudar.org.br/c/conexao-tech-2024-geral/sections/198239/lessons/741200,2,0,link
837,23518,5/6/2024,10:43:43,Conexão Tech 2024 | Fundação Estudar,https://ead.estudar.org.br/c/conexao-tech-2024-geral,8,0,reload
838,373,5/6/2024,10:42:29,Caixa de entrada - mfbl93@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,508,0,link
839,26860,5/6/2024,10:42:27,🆕 Vagas de Analista De Dados em Todo Brasil - mfbl93@gmail.com - Gmail,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox/FMfcgzGxTFTrvVFSRfpXZVffSbPfFRxM,1,0,link
840,26947,5/6/2024,10:15:10,edson eletronica ceara mirim - Pesquisa Google,https://www.google.com/search?q=edson+eletronica+ceara+mirim&oq=edson+eletr%C3%B4nica+cear&gs_lcrp=EgZjaHJvbWUqCAgBEAAYFhgeMgYIABBFGDkyCAgBEAAYFhgeMgoIAhAAGIAEGKIEMgoIAxAAGIAEGKIEMgoIBBAAGIAEGKIE0gEINTg4N2owajeoAhSwAgE&client=ms-android-motorola-rvo3&sourceid=chrome-mobile&ie=UTF-8,1,0,generated
841,26859,5/6/2024,10:13:14,Flapaiao (Flavia Paião),https://github.com/Flapaiao,6,0,link
842,26859,5/6/2024,10:13:12,Flapaiao (Flavia Paião),https://github.com/Flapaiao,6,0,link
843,26859,5/6/2024,10:13:12,Flapaiao (Flavia Paião),https://github.com/Flapaiao,6,0,link
844,26859,5/6/2024,10:13:12,Flapaiao (Flavia Paião),https://github.com/Flapaiao,6,0,auto_toplevel
